price,locality,property_type,bedrooms,brand_new,furnished_status,builder,project_name,user_type,floor,date_posted,move_in,area_sqft,price_persqft
4200000.0,Nizampet,Apartment,2,Resale,Unfurnished,,,Owner,Ground,2021-08-09,2021-08-01,1065.0,3943.6619718309857
4723425.0,Kollur,Apartment,3,Resale,Semi-Furnished,,,Owner,Upper Basement,2021-06-21,2023-12-01,1575.0,2999.0
8700000.0,Bandlaguda Jagir,Residential House,4,Resale,Unfurnished,,,Owner,2,2021-05-15,2021-08-01,1800.0,4833.333333333333
5800000.0,Pragathi Nagar Kukatpally,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-07-25,2021-08-01,1200.0,4833.333333333333
4200000.0,Manikonda,Apartment,2,Resale,Furnished,,,Owner,Ground,2021-05-16,2021-08-01,1140.0,3684.2105263157896
3000000.0,Bachupally,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-05-15,2021-08-01,1000.0,3000.0
6000000.0,Venkatraya Nagar Nizampet,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-06-21,2021-08-01,1222.0,4909.983633387888
7800000.0,Gandi Maisamma,Residential House,6,Resale,Unfurnished,,,Owner,Ground,2021-04-21,2021-08-01,150.0,52000.0
4200000.0,Dr A.S. Rao Nagar,Apartment,2,Resale,Unfurnished,EAPL Group,Sri Tirumala Harmony,Owner,3,2021-07-28,2021-08-01,1099.0,3821.6560509554142
5200000.0,Sainikpuri,Builder Floor Apartment,3,Resale,Semi-Furnished,Satya Kalyan Constructions Pvt. Ltd.,Satya Kalyan Mahi OM Complex,Owner,1,2021-05-16,2021-08-01,1870.0,2780.748663101604
3800000.0,Nizampet,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-06-19,2021-08-01,1090.0,3486.238532110092
6700000.0,OU Colony,Residential House,3,Resale,Semi-Furnished,,,Owner,Ground,2021-05-31,2021-08-01,200.0,33500.0
8400000.0,Kondapur,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-05-13,2021-08-01,1300.0,6461.538461538462
4000000.0,Kundanbagh-Begumpet,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-05-31,2021-08-01,800.0,5000.0
4600000.0,Hayathnagar ,Apartment,2,Resale,Furnished,Prajay Engineers Syndicate Ltd.,Prajay Gulmohar,Owner,4,2021-06-20,2021-08-01,980.0,4693.877551020408
3850000.0,Chintal ,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-05-31,2021-08-01,987.0,3900.709219858156
6500000.0,Attapur,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-06-29,2021-08-01,1080.0,6018.518518518518
3400000.0,Adda Gutta Secunderabad,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-07-22,2021-08-01,780.0,4358.974358974359
5500000.0,Peerzadiguda ,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-04-21,2021-08-01,500.0,11000.0
12000000.0,Hitech City,Apartment,3,Resale,Unfurnished,,,Owner,7,2021-06-01,2021-08-01,1550.0,7741.935483870968
9000000.0,,Residential House,3,Resale,Furnished,,,Owner,1,2021-06-21,2021-08-01,1300.0,6923.076923076923
11000005.0,Banjara Hills ,Apartment,3,Resale,Semi-Furnished,NS Group,NS Mountain View,Owner,3,2021-08-08,2021-08-01,1602.0,6866.420099875156
1800000.0,Shameerpet,Apartment,2,Resale,Unfurnished,Prajay Engineers Syndicate Ltd.,Prajay Water Front,Owner,1,2021-06-20,2021-08-01,715.0,2517.4825174825173
3800000.0,Kompally,Residential House,2,Resale,Unfurnished,,,Owner,,2021-06-01,2021-08-01,95.0,40000.0
5500000.0,Pragathi Nagar-Yousufguda,Apartment,2,Resale,Unfurnished,,Jubilee Residency,Owner,2,2021-06-01,2021-08-01,,
4800000.0,Balapur,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-06-01,2021-08-01,909.0,5280.528052805281
5500000.0,Kukatpally ,Residential House,3,Resale,Unfurnished,,Asbestos Hills Colony,Owner,1,2021-06-09,2021-08-01,80.0,68750.0
8500000.0,Madhapur,Apartment,3,Resale,Semi-Furnished,,Ayyappa Society,Owner,2,2021-06-01,2021-08-01,1520.0,5592.105263157895
9600000.0,Saroornagar ,Residential House,3,Resale,Unfurnished,,,Owner,1,2021-06-21,2021-08-01,167.0,57485.02994011976
10500000.0,Allwyn Colony,Residential House,3,New Property,Unfurnished,,,Owner,Ground,2021-07-28,2021-08-01,1300.0,8076.923076923077
1500000.0,Shamirpet,Apartment,2,Resale,Semi-Furnished,,,Owner,4,2021-05-14,2021-08-01,1000.0,1500.0
3670000.0,Langar Houz,Apartment,2,Resale,Furnished,,Rank One Tower,Owner,5,2021-07-23,2021-08-01,918.0,3997.8213507625273
1500000.0,Meerpet,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-05-14,2021-08-01,600.0,2500.0
7000000.0,Sun City Bandlaguda Chevella Road,Apartment,3,New Property,Unfurnished,,,Owner,1,2021-06-01,2021-08-01,1200.0,5833.333333333333
5900000.0,Miyapur ,Apartment,2,Resale,Unfurnished,Panchajanya Constructions Pvt. Ltd.,Janapriya Nile Valley,Owner,4,2021-06-01,2021-08-01,1025.0,5756.09756097561
14900000.0,Krishna Reddy Pet,Villa,4,Resale,Semi-Furnished,,,Owner,,2021-06-01,2021-08-01,2030.0,7339.901477832513
12000000.0,Karmanghat,Residential House,2,Resale,Semi-Furnished,,,Owner,,2021-06-20,2021-08-01,217.0,55299.53917050691
4500000.0,Begumpet,Apartment,2,New Property,Semi-Furnished,Godavari Group,Godavari Apartments,Owner,4,2021-05-31,2021-08-01,910.0,4945.054945054945
2500000.0,Nagaram,Builder Floor Apartment,2,Resale,Unfurnished,,,Owner,3,2021-06-03,2021-08-01,720.0,3472.222222222222
4800000.0,Gandhi Nagar Kavadiguda ,Residential House,1,Resale,Unfurnished,,,Owner,Ground,2021-07-26,2021-08-01,40.0,120000.0
2500000.0,Jagathgiri Gutta,Residential House,1,Resale,Unfurnished,,,Owner,Ground,2021-06-08,2021-08-01,360.0,6944.444444444444
5800000.0,,Residential House,2,Resale,Semi-Furnished,,,Owner,Ground,2021-04-26,2021-08-01,1100.0,5272.727272727273
6500000.0,Mayuri Nagar Miyapur,Apartment,2,Resale,Semi-Furnished,PRAJAPATI CONSTRUCTIONS Ltd.,Prajapati Elite,Owner,4,2021-05-25,2021-08-01,1105.0,5882.35294117647
7963400.0,Narsingi,Apartment,2,Resale,Unfurnished,Amigo Group,United Avenues,Owner,6,2021-07-23,2021-08-01,1373.0,5800.0
7500000.0,Financial District Nanakram Guda,Residential House,2,Resale,Semi-Furnished,,,Owner,Ground,2021-07-26,2021-08-01,1200.0,6250.0
4000000.0,Bandlaguda Jagir,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-07-08,2021-08-01,1065.0,3755.868544600939
3200000.0,Brindavan Colony-Toli Chowki,Apartment,2,Resale,Unfurnished,,Silver Apartment,Owner,1,2021-06-21,2021-08-01,1400.0,2285.714285714286
6500000.0,Dammaiguda,Residential House,2,Resale,Unfurnished,,,Owner,Ground,2021-06-26,2021-08-01,125.0,52000.0
6000000.0,Himayath Nagar ,Builder Floor Apartment,3,Resale,Furnished,,,Owner,1,2021-06-08,2021-08-01,1050.0,5714.285714285715
6700000.0,Bairagiguda,Residential House,1,Resale,Unfurnished,,,Owner,1,2021-06-26,2021-08-01,105.0,63809.52380952381
8500000.0,Toli Chowki,Apartment,4,Resale,Semi-Furnished,Maphar Constructions,Sabz Residency,Owner,Upper Basement,2021-06-21,2021-08-01,1200.0,7083.333333333333
4800000.0,Yamnampet,Villa,2,Resale,Unfurnished,,Mallikarjuna Encalve,Owner,,2021-06-26,2021-08-01,180.0,26666.666666666668
7000000.0,,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-06-08,2021-08-01,1404.0,4985.754985754986
8000000.0,Badangpet,Residential House,2,Resale,Unfurnished,,,Owner,Ground,2021-07-08,2021-08-01,1200.0,6666.666666666667
2800000.0,Vattepally,Residential House,3,Resale,Semi-Furnished,,,Owner,Ground,2021-06-08,2021-08-01,100.0,28000.0
6500000.0,Pragathi Enclave,Apartment,2,Resale,Furnished,R V Nirmaan Pvt. Ltd.,RV Avaneendra,Owner,4,2021-06-08,2021-08-01,1119.0,5808.75781948168
3200000.0,,Apartment,1,Resale,Unfurnished,,,Owner,1,2021-06-26,2021-08-01,655.0,4885.496183206107
12000000.0,Maruthi Nagar-Kothapet,Residential House,3,Resale,Unfurnished,,,Owner,Ground,2021-06-08,2021-08-01,1500.0,8000.0
5000000.0,Alwal,Apartment,2,Resale,Semi-Furnished,,,Owner,5,2021-06-21,2021-08-01,1230.0,4065.040650406504
11000000.0,Gachibowli,Apartment,3,Resale,Unfurnished,Babukhan Properties,Babukhan Solitaire,Owner,5,2021-04-25,2021-08-01,1500.0,7333.333333333333
4500000.0,Chandanagar ,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-06-07,2021-08-01,1000.0,4500.0
3500000.0,Himayath Nagar ,Apartment,2,Resale,Furnished,,,Owner,6,2021-06-25,2021-08-01,850.0,4117.64705882353
3900000.0,Nizampet,Apartment,2,Resale,Unfurnished,Comfort Constructions,Comfort Landmark,Owner,4,2021-05-27,2021-08-01,1142.0,3415.061295971979
4750000.0,Sun City Bandlaguda Chevella Road,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-05-27,2021-08-01,1195.0,3974.89539748954
2950000.0,Beeramguda Ramachandra Puram ,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-08-12,2021-08-01,900.0,3277.777777777778
2500000.0,,Residential House,3,Resale,Semi-Furnished,,,Owner,1,2021-06-08,2021-08-01,65.0,38461.53846153846
4500000.0,Moosapet ,Apartment,2,Resale,Unfurnished,,,Owner,6,2021-05-28,2021-08-01,905.0,4972.375690607735
7150000.0,ECIL,Apartment,3,Resale,Unfurnished,,Bhavani Enclave,Owner,5,2021-06-08,2021-08-01,1430.0,5000.0
14000000.0,LB Nagar ,Residential House,2,Resale,Unfurnished,Janapriya Engineers Syndicate,Janapriya Enclave,Owner,2,2021-04-26,2021-08-01,105.0,133333.33333333334
4500000.0,Nizampet,Apartment,2,Resale,Furnished,Siri balaji constructions,Siri Balaji Towers,Owner,Ground,2021-04-26,2021-08-01,1061.0,4241.2818096135725
13000000.0,Jubilee Hills,Residential House,5,Resale,Semi-Furnished,,,Owner,3,2021-06-01,2021-08-01,2700.0,4814.814814814815
7500000.0,BalReddy Nagar-Toli Chowki,Villa,4,Resale,Unfurnished,,,Owner,,2021-05-28,2021-08-01,1250.0,6000.0
4200000.0,Patancheru,Residential House,2,Resale,Semi-Furnished,,,Owner,,2021-05-27,2021-08-01,1100.0,3818.181818181818
4600000.0,Dr A.S. Rao Nagar,Apartment,2,Resale,Unfurnished,,,Owner,5,2021-07-17,2021-08-01,1150.0,4000.0
6700000.0,Tellapur,Apartment,2,Resale,Unfurnished,Tripura Constructions,Tripura Galaxy,Owner,4,2021-05-28,2021-08-01,1210.0,5537.190082644628
2500000.0,,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-06-26,2021-08-01,780.0,3205.128205128205
7500000.0,Rajendra Nagar,Apartment,3,Resale,Unfurnished,Provident Housing Ltd.,Provident Kenworth,Owner,9,2021-06-08,,1315.0,5703.42205323194
4800000.0,Miyapur ,Apartment,2,Resale,Furnished,BRC Infra Pvt. Ltd.,CBR Estates,Owner,4,2021-06-21,2021-08-01,990.0,4848.484848484848
6000000.0,Mothi Nagar Ameerpet ,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-06-26,2021-08-01,950.0,6315.789473684211
6500000.0,Manikonda,Apartment,3,Resale,Unfurnished,Concrete Constructions,Concrete OU Colony,Owner,3,2021-07-20,2021-08-01,1800.0,3611.1111111111113
6900000.0,Jal Vayu Vihar,Apartment,2,Resale,Semi-Furnished,,,Owner,9,2021-05-17,2021-08-01,900.0,7666.666666666667
11200000.0,Nacharam,Apartment,3,Resale,Furnished,,,Owner,1,2021-06-20,2021-08-01,1950.0,5743.589743589743
2700000.0,Saroor Nagar East Saroornagar ,Apartment,2,Resale,Furnished,,,Owner,Ground,2021-06-21,2021-08-01,780.0,3461.5384615384614
14000000.0,Fathenagar,Residential House,3,Resale,Unfurnished,,,Owner,Ground,2021-06-21,2021-08-01,176.0,79545.45454545454
9000000.0,Bandlaguda Nagole,Apartment,3,Resale,Unfurnished,,,Owner,1,2021-05-16,2021-08-01,1833.0,4909.983633387888
14000000.0,Yapral,Apartment,3,Resale,Semi-Furnished,Om Sree Builders & Developers LLP,Patels Bright View,Owner,1,2021-05-22,2021-08-01,2110.0,6635.071090047393
6000000.0,Chandanagar ,Apartment,2,Resale,Semi-Furnished,,,Owner,4,2021-06-02,2021-08-01,1160.0,5172.413793103448
12000000.0,Methodist Colony Begumpet,Apartment,3,Resale,Furnished,,,Owner,2,2021-05-17,2021-08-01,1825.0,6575.342465753424
9000000.0,Nallagandla Serilingampally,Apartment,2,Resale,Unfurnished,Aparna Constructions and Estates Pvt. Ltd.,Aparna CyberZon,Owner,9,2021-06-22,2021-08-01,1270.0,7086.614173228347
3500000.0,Nizampet,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-06-22,2021-08-01,1050.0,3333.3333333333335
5500000.0,Manikonda,Apartment,2,New Property,Unfurnished,LandIndia Developers Pvt. Ltd.,Anjali Hills,Owner,2,2021-06-02,2021-08-01,1120.0,4910.714285714285
3200000.0,P S Rao Nagar Dammaiguda,Apartment,2,Resale,Semi-Furnished,,,Owner,3,2021-06-02,2021-08-01,1020.0,3137.2549019607845
7600000.0,Langar Houz,Apartment,3,Resale,Semi-Furnished,Madhu Infrastructure Pvt. Ltd.,Madhu Park Ridge,Owner,1,2021-06-20,2021-08-01,1550.0,4903.225806451613
4000000.0,Chandanagar ,Apartment,2,Resale,Semi-Furnished,AP Rajivswagruha Corporation Ltd.,Aarambh Township,Owner,1,2021-04-20,2021-08-01,697.0,5738.880918220947
4200000.0,Kistareddypet,Apartment,2,Resale,Furnished,,,Owner,2,2021-06-21,2021-08-01,1065.0,3943.6619718309857
2930000.0,New Bowenpally ,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-06-21,2021-08-01,833.0,3517.406962785114
5100000.0,Uppal ,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-04-21,2021-08-01,1250.0,4080.0
4500000.0,Pragathi Nagar Kukatpally,Apartment,2,Resale,Semi-Furnished,,Sri Sai Ambika Residency,Owner,3,2021-05-13,2021-08-01,1100.0,4090.909090909091
4500000.0,Dilsukh Nagar ,Apartment,2,Resale,Semi-Furnished,,Shilpi Complex,Owner,2,2021-06-24,2021-08-01,1026.0,4385.964912280701
2500000.0,Turkayamjal,Apartment,2,Resale,Semi-Furnished,,,Owner,Ground,2021-06-02,2021-08-01,800.0,3125.0
2000000.0,Jeedimetla,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-06-23,2021-08-01,630.0,3174.6031746031745
3900000.0,Chaitanya Nagar Colony Patancheru,Apartment,2,Resale,Semi-Furnished,,,Owner,1,2021-07-20,2021-08-01,1050.0,3714.285714285714
4400000.0,Nizampet,Apartment,2,Resale,Furnished,RR Constructions,RR Classic,Owner,4,2021-06-04,2021-08-01,1050.0,4190.476190476191
3750000.0,Bachupally,Apartment,2,New Property,Semi-Furnished,,,Owner,2,2021-06-05,2021-08-01,980.0,3826.530612244898
8500000.0,Manikonda,Apartment,3,Resale,Unfurnished,,Prime Residency,Owner,4,2021-07-19,2021-08-01,1500.0,5666.666666666667
4000000.0,Sainikpuri,Apartment,2,Resale,Semi-Furnished,Janapriya Engineers Syndicate,Janapriya Lakefront,Owner,Ground,2021-06-24,2021-08-01,945.0,4232.804232804233
7000000.0,Somajiguda ,Apartment,3,Resale,Unfurnished,Samsri Constructions,Sanali Castle,Owner,3,2021-06-05,2021-08-01,1337.0,5235.602094240838
6200000.0,Puppalaguda,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-06-05,2021-08-01,1310.0,4732.824427480916
6400000.0,Narsingi,Apartment,2,Resale,Unfurnished,,Tangrilla Apartment By Aryamitra,Owner,4,2021-06-05,2021-08-01,1050.0,6095.238095238095
9500000.0,Jawahar Nagar-Chikkadpally,Apartment,3,Resale,Unfurnished,,,Owner,5,2021-06-05,2021-08-01,1500.0,6333.333333333333
5000000.0,Banjara Hills ,Builder Floor Apartment,1,Resale,Semi-Furnished,,,Owner,,2021-07-29,2021-08-01,850.0,5882.35294117647
3999000.0,Malakpet ,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-07-29,2021-08-01,1075.0,3720.0
4100000.0,Bandari Layout,Apartment,2,Resale,Unfurnished,Siddivinayaka Constructions,Siddivinayaka Heights,Owner,Ground,2021-07-21,2021-08-01,1178.0,3480.4753820033957
3300000.0,Turkayamjal,Residential House,1,Resale,Unfurnished,,,Owner,Ground,2021-06-05,2021-08-01,550.0,6000.0
3000000.0,Neredmet,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-07-23,2021-08-01,750.0,4000.0
5200000.0,Old Alwal,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-07-23,2021-08-01,950.0,5473.684210526316
5500000.0,Sun City Bandlaguda Chevella Road,Apartment,3,Resale,Semi-Furnished,,,Owner,1,2021-04-24,2021-08-01,1450.0,3793.103448275862
4500000.0,Muppas Panchavati Colony Manikonda,Apartment,2,Resale,Unfurnished,,Sabirs Olivia,Owner,2,2021-07-20,2021-08-01,915.0,4918.0327868852455
4200000.0,Gajularamaram,Apartment,2,New Property,Semi-Furnished,Sai Priya Constructions Ltd,Shiridi Hills,Owner,2,2021-06-23,2021-08-01,1000.0,4200.0
3500000.0,Sri Sai Nagar-Nizampet,Apartment,2,Resale,Semi-Furnished,,,Owner,2,2021-05-22,2021-08-01,1106.0,3164.5569620253164
6000000.0,Moosarambagh ,Apartment,2,Resale,Furnished,,,Owner,3,2021-06-10,2021-08-01,2300.0,2608.695652173913
7500000.0,ECIL,Residential House,2,Resale,Unfurnished,,,Owner,Ground,2021-05-22,2021-08-01,140.0,53571.42857142857
1800000.0,Jyothi Nagar Colony Secunderabad,Apartment,1,Resale,Unfurnished,,,Owner,2,2021-04-23,2021-08-01,520.0,3461.5384615384614
8100000.0,Nallagandla Serilingampally,Apartment,2,New Property,Furnished,Ramky Group,One Kosmos,Owner,4,2021-06-23,2021-08-01,1070.0,7570.093457943925
3800000.0,Malkajgiri,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-07-23,2021-08-01,1050.0,3619.0476190476193
7000000.0,BalReddy Nagar-Toli Chowki,Apartment,3,New Property,Unfurnished,,,Owner,2,2021-06-05,2021-08-01,1500.0,4666.666666666667
3800000.0,Gandhi Nagar Kavadiguda ,Apartment,2,Resale,Semi-Furnished,,,Owner,5,2021-07-23,2021-08-01,927.0,4099.244875943905
9900000.0,Madinaguda Hafeezpet ,Apartment,3,Resale,Semi-Furnished,Dolfine Promoters and Developers,Durga County,Owner,7,2021-07-23,2021-08-01,1545.0,6407.766990291262
4200000.0,Barkatpura Kachiguda ,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-07-26,2021-08-01,840.0,5000.0
4800000.0,Vanasthalipuram ,Apartment,2,New Property,Furnished,,,Owner,1,2021-07-23,2021-08-01,1000.0,4800.0
9500000.0,Ramachandrapuram-Bhel Township ,Residential House,4,Resale,Semi-Furnished,,,Owner,2,2021-05-22,2021-08-01,150.0,63333.333333333336
6200000.0,Gachibowli,Apartment,2,Resale,Unfurnished,Manjeera Construction,Manjeera Diamond Towers,Owner,Ground,2021-07-20,2021-08-01,1068.0,5805.243445692884
12000000.0,Kondapur,Apartment,3,New Property,Furnished,,,Owner,4,2021-07-14,2021-08-01,1550.0,7741.935483870968
6200000.0,Alkapur Township Manikonda,Apartment,3,Resale,Semi-Furnished,PVR Developers,Cyber Epark,Owner,1,2021-07-17,2021-08-01,1506.0,4116.8658698539175
9300000.0,Gachibowli,Apartment,2,Resale,Unfurnished,Pacifica Companies,Pacifica Hillcrest,Owner,9,2021-07-23,2021-08-01,1307.0,7115.531752104055
9400000.0,Gachibowli,Apartment,3,Resale,Semi-Furnished,ARCA Projects Pvt. Ltd.,Arca Sarovar,Owner,3,2021-06-20,2021-08-01,1756.0,5353.075170842824
3900000.0,Old Bowenpally,Apartment,2,New Property,Semi-Furnished,,Sri Tirumala Homes,Owner,3,2021-05-22,2021-08-01,980.0,3979.591836734694
6000000.0,Manneguda,Residential House,2,Resale,Unfurnished,,,Owner,,2021-05-22,2021-08-01,1024.0,5859.375
1954000.0,Shamirpet,Apartment,2,Resale,Unfurnished,Bhuva Teza Infra Projects Ltd,Happy Homes II,Owner,10,2021-08-02,2021-08-01,1050.0,1860.952380952381
4400000.0,Nizampet,Apartment,3,Resale,Unfurnished,,,Owner,2,2021-07-29,2021-08-01,1310.0,3358.7786259541986
6600000.0,Pragathi Nagar Kukatpally,Apartment,3,Resale,Unfurnished,,,Owner,2,2021-06-11,2021-08-01,1467.0,4498.977505112474
6000000.0,Nagaram,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-07-23,2021-08-01,1414.0,4243.281471004243
7000000.0,Mayuri Nagar Miyapur,Apartment,3,Resale,Semi-Furnished,Lakshmi Infratech India Ltd.,Lakshmis Shell Serenity,Owner,1,2021-05-23,2021-08-01,1463.0,4784.688995215311
2200000.0,Attapur,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-08-07,2021-08-01,1000.0,2200.0
9800000.0,Dammaiguda,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-05-23,2021-08-01,1630.0,6012.269938650306
3500000.0,Bachupally,Apartment,3,Resale,Furnished,,Sri Mahalaxmi Residency,Owner,4,2021-07-29,2021-08-01,1200.0,2916.6666666666665
7800000.0,Bairagiguda,Residential House,2,Resale,Semi-Furnished,,,Owner,,2021-05-22,2021-08-01,115.0,67826.08695652174
10000000.0,Khaja Guda,Apartment,3,Resale,Semi-Furnished,,HIG Chitrapuri HILLS,Owner,2,2021-06-23,2021-08-01,1670.0,5988.023952095808
8500000.0,Kondapur,Apartment,2,Resale,Semi-Furnished,Trishala Infrastructure Pvt. Ltd.,Luxor Apartments,Owner,1,2021-06-20,2021-08-01,1141.0,7449.605609114811
7500000.0,Thumkunta,Residential House,2,Resale,Semi-Furnished,,,Owner,Lower Basement,2021-07-23,2021-08-01,1800.0,4166.666666666667
4500000.0,Kukatpally ,Apartment,2,Resale,Semi-Furnished,,,Owner,5,2021-07-17,2021-08-01,875.0,5142.857142857143
4800000.0,Chintal ,Residential House,3,Resale,Unfurnished,,,Owner,Ground,2021-07-14,2021-08-01,50.0,96000.0
1925000.0,Moula Ali,Apartment,1,Resale,Unfurnished,,,Owner,4,2021-07-17,2021-08-01,675.0,2851.8518518518517
10500000.0,Appa junction,Apartment,3,Resale,Semi-Furnished,Indis,PBEL City,Owner,17,2021-07-17,2021-08-01,1524.0,6889.763779527559
6250000.0,Habsiguda ,Apartment,2,Resale,Furnished,,Sri Sai Land Mark,Owner,4,2021-05-21,2021-08-01,1166.0,5360.205831903945
5200000.0,Ramanthapur ,Residential House,2,Resale,Furnished,,,Owner,2,2021-04-23,2021-08-01,900.0,5777.777777777777
3500000.0,Bank Colony-Quthbullapur ,Apartment,2,Resale,Unfurnished,,,Owner,2,2021-04-24,2021-08-01,855.0,4093.5672514619882
13000000.0,Gachibowli,Apartment,3,Resale,Unfurnished,Pacifica Companies,Pacifica Hillcrest,Owner,13,2021-07-29,2021-08-01,2000.0,6500.0
7500000.0,Kukatpally ,Apartment,2,Resale,Semi-Furnished,Greenmark Developers,The Nest,Owner,5,2021-05-23,2021-08-01,1280.0,5859.375
4000000.0,Ramanthapur ,Apartment,2,Resale,Unfurnished,,,Owner,3,2021-05-23,2021-08-01,900.0,4444.444444444444
4200000.0,Krishna Reddy Pet,Apartment,2,New Property,Unfurnished,,,Owner,3,2021-04-24,2021-08-01,1200.0,3500.0
9000000.0,Kukatpally ,Apartment,2,Resale,Unfurnished,Emami Realty Ltd.,Emami Swanlake,Owner,12,2021-07-14,2021-08-01,1133.0,7943.51279788173
14000000.0,Sainikpuri,Residential House,3,Resale,Unfurnished,,,Owner,Ground,2021-08-01,2021-08-01,2400.0,5833.333333333333
4800000.0,Humayun Nagar,Apartment,2,Resale,Unfurnished,,,Owner,4,2021-07-17,2021-08-01,950.0,5052.631578947368
4800000.0,Bachupally,Apartment,3,Resale,Unfurnished,,Poojitha Enclave,Owner,Ground,2021-07-29,2021-08-01,1400.0,3428.5714285714284
2700000.0,Teegala Kunta Nawab Saheb Kunta,Residential House,3,Resale,Unfurnished,,,Owner,,2021-06-11,2021-08-01,800.0,3375.0
4900000.0,Kompally,Apartment,3,New Property,Unfurnished,,K1 Residency,Owner,3,2021-07-18,2021-08-01,1409.0,3477.6437189496096
8300000.0,Kundanbagh-Begumpet,Apartment,3,Resale,Semi-Furnished,,,Owner,2,2021-07-27,2021-08-01,1400.0,5928.571428571428
7000000.0,Kompally,Apartment,3,Resale,Unfurnished,,Modi Palm Springs Phase I,Owner,5,2021-07-18,2021-08-01,1764.0,3968.253968253968
3200000.0,Amberpet,Apartment,2,New Property,Unfurnished,,,Owner,2,2021-06-28,2021-08-01,900.0,3555.5555555555557
7200000.0,Shamirpet,Residential House,2,Resale,Semi-Furnished,,,Owner,Ground,2021-04-30,2021-08-01,880.0,8181.818181818182
8500000.0,Shaikpet,Penthouse,4,Resale,Unfurnished,,,Owner,6,2021-06-14,2021-08-01,2500.0,3400.0
6500000.0,Kukatpally ,Apartment,2,Resale,Semi-Furnished,,,Owner,4,2021-07-30,2021-08-01,1175.0,5531.914893617021
7800000.0,Aminpur,Villa,2,Resale,Unfurnished,GM Constructions,Bhavana Homes,Owner,,2021-04-30,2021-08-01,155.0,50322.58064516129
8500000.0,,Residential House,3,Resale,Unfurnished,,,Owner,1,2021-04-30,2021-08-01,111.0,76576.57657657658
6130000.0,Boduppal ,Apartment,2,Resale,Furnished,,Sri Balaji Residency Boduppal,Owner,1,2021-06-13,2021-08-01,1200.0,5108.333333333333
4000000.0,Hafiz Baba Nagar,Residential House,2,Resale,Unfurnished,,,Owner,2,2021-06-30,2021-08-01,450.0,8888.888888888889
5200000.0,Dr A.S. Rao Nagar,Apartment,3,Resale,Unfurnished,,,Owner,5,2021-06-15,2021-08-01,1380.0,3768.1159420289855
9300000.0,Kondapur,Apartment,3,Resale,Furnished,,Golden Tulip,Owner,3,2021-07-01,2021-08-01,1550.0,6000.0
6800000.0,Gachibowli,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-07-27,2021-08-01,1050.0,6476.190476190476
13500000.0,Hitech City,Apartment,3,Resale,Furnished,Indu Projects Ltd.,Indu Fortune Fields apartments,Owner,2,2021-07-01,2021-08-01,1858.0,7265.877287405813
9750000.0,Khaja Guda,Apartment,3,New Property,Unfurnished,,,Owner,2,2021-06-15,2021-08-01,1500.0,6500.0
5400000.0,Safilguda Secunderabad,Residential House,2,Resale,Unfurnished,,,Owner,1,2021-06-22,2021-08-01,106.0,50943.3962264151
6000000.0,K P H B Phase 6,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-06-29,2021-08-01,1150.0,5217.391304347826
12500000.0,Kollur,Villa,3,Resale,Unfurnished,,,Owner,,2021-04-29,,1783.0,7010.656197420079
5900000.0,Pragathi Nagar Kukatpally,Apartment,2,Resale,Unfurnished,,,Owner,1,2021-07-15,2021-08-01,1215.0,4855.9670781893
7300000.0,Miyapur ,Apartment,2,Resale,Semi-Furnished,SMR Holdings,SMR Vinay Fountainhead,Owner,13,2021-06-13,2021-08-01,1115.0,6547.085201793722
9000000.0,Aminpur,Residential House,2,New Property,Unfurnished,NMR Projects,NMR Apartments,Owner,Ground,2021-07-18,2021-08-01,150.0,60000.0
